periodo,Apía,Arauca,Armenia,Barranquilla,Bogotá,Bucaramanga,Cali,Cartagena,Chocontá,Confines,Cúcuta,Duitama,El Colegio,Envigado,Filadelfia,Florencia,Fresno,Fusagasugá,Guacarí,Guarne,Ibagué,Inírida,Jericó,Leticia,Líbano,Manizales,Manzanares,Medellín,Mitú,Montería,Neiva,Nilo,No Definido,Pivijay,Popayán,Puerto Carreño,Quibdó,Repelón,Riohacha,Rionegro,Risaralda,Sabanas De San Angel,San Andrés,San Benito,San José Del Guaviare,San Marcos,Santa Bárbara De Pinto,Santa Marta,Sincelejo,Soledad,Tausa,Tunja,Valledupar,Venadillo,Villavicencio,Yopal
2016,0.0,0.0,0.0,0.0,31255400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,0.0,0.0,0.0,96776013.0,8729937890.0,0.0,57215600.0,1461367101.0,0.0,0.0,0.0,0.0,0.0,565366608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725900.0,15727769452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5932150.0,576810000.0
2018,0.0,47192165.0,6096667.0,8140689341.0,102589604046.0,0.0,6837519674.0,8798869491.0,139848000.0,0.0,0.0,0.0,41616000.0,6540624160.0,0.0,35909567.0,7500000.0,0.0,0.0,0.0,52380332.0,11962666.0,12392000.0,0.0,0.0,72216049.0,2800000.0,47475684.0,206163050.0,17246648.0,3563485521.0,5369072132.0,175624109426.0,0.0,0.0,31326800.0,0.0,0.0,0.0,0.0,31086833.0,0.0,5993333.0,0.0,0.0,0.0,0.0,344127790.0,36439697.0,0.0,0.0,0.0,0.0,0.0,0.0,2038011551.0
2019,2400000.0,1164157731.0,4251330408.0,15181979821.0,47063411466.0,115054233.0,14093091268.0,6843786989.0,0.0,44080666.0,4147930025.0,49200000.0,0.0,2245166283.0,4500000.0,282567241.0,0.0,4481032019.0,762064806.0,1203062062.0,9445646586.0,1292680382.0,82899678.0,0.0,0.0,2214045560.0,0.0,6037281751.0,1750538089.0,173435602.0,2409326092.0,2823852842.0,165199984713.0,0.0,0.0,1317072541.0,0.0,50000000.0,0.0,0.0,3125254778.0,0.0,726444387.0,0.0,315096155.0,0.0,0.0,188624483.0,1105353897.0,0.0,19200000.0,4558574029.0,20161313.0,3000000.0,0.0,2209611082.0
2020,0.0,17945875363.0,33609000314.0,220795294741.0,512416874112.0,134989975099.0,273364318617.0,114642861171.0,0.0,0.0,150698771484.0,0.0,0.0,9401024284.0,19850000.0,17788011617.0,0.0,0.0,0.0,6994400.0,54257428723.0,2872274990.0,0.0,6055054148.0,40000000.0,46765032719.0,0.0,157580978378.0,3101966245.0,191393740565.0,6012273841.0,3426739396.0,1134019979056.0,1000000.0,124494350275.0,7431746070.0,292687728.0,0.0,0.0,100204111.0,44599405222.0,2000000.0,1676083530.0,187610000.0,3904733682.0,1.0,0.0,153399133901.0,108273018983.0,1115731758.0,0.0,121327833907.0,127464612235.0,0.0,1807958006.0,3528950634.0
2021,0.0,34961143914.0,25481922636.0,205319031202.0,162482955925.0,169640694062.0,166582802550.0,157281324370.0,0.0,0.0,72628841511.0,0.0,0.0,14740148222.0,0.0,48053143971.0,0.0,0.0,0.0,565904111.0,117267111499.0,6399074563.0,0.0,14962076143.0,0.0,97836039494.0,0.0,478281968399.0,1388614096.0,131141260758.0,6801175848.0,3353339586.0,628273492057.0,0.0,126736992922.0,6442024982.0,534126842.0,0.0,400000000.0,225540000.0,33178786031.0,0.0,4957508767.0,150690595.0,15322343310.0,0.0,3190000.0,109416071337.0,71213018225.0,1101181364.0,0.0,53926904547.0,125691377712.0,0.0,442752852.0,1558723399.0
